player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Brahim Díaz,https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678,"Aug 3, 1999",171,both,Attacking Midfield,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2020,200000,2020,https://www.transfermarkt.com/brahim-diaz/marktwertverlauf/spieler/314678,https://www.transfermarkt.com/brahim-diaz/leistungsdaten/spieler/314678,314678
Luca Pellegrini,https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567,"Mar 7, 1999",178,left,Left-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/luca-pellegrini/marktwertverlauf/spieler/346567,https://www.transfermarkt.com/luca-pellegrini/leistungsdaten/spieler/346567,346567
Juan Foyth,https://www.transfermarkt.com/juan-foyth/profil/spieler/480763,"Jan 12, 1998",187,right,Right-Back,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/juan-foyth/marktwertverlauf/spieler/480763,https://www.transfermarkt.com/juan-foyth/leistungsdaten/spieler/480763,480763
Kyle Walker-Peters,https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051,"Apr 13, 1997",173,right,Right-Back,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,13300000,2020,https://www.transfermarkt.com/kyle-walker-peters/marktwertverlauf/spieler/341051,https://www.transfermarkt.com/kyle-walker-peters/leistungsdaten/spieler/341051,341051
Marko Rog,https://www.transfermarkt.com/marko-rog/profil/spieler/317482,"Jul 19, 1995",180,right,Central Midfield,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,15000000,2020,https://www.transfermarkt.com/marko-rog/marktwertverlauf/spieler/317482,https://www.transfermarkt.com/marko-rog/leistungsdaten/spieler/317482,317482
Alphonse Areola,https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629,"Feb 27, 1993",195,right,Goalkeeper,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/alphonse-areola/marktwertverlauf/spieler/120629,https://www.transfermarkt.com/alphonse-areola/leistungsdaten/spieler/120629,120629
Roberto Inglese,https://www.transfermarkt.com/roberto-inglese/profil/spieler/159337,"Nov 12, 1991",186,right,Centre-Forward,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,21800000,2020,https://www.transfermarkt.com/roberto-inglese/marktwertverlauf/spieler/159337,https://www.transfermarkt.com/roberto-inglese/leistungsdaten/spieler/159337,159337
Rolando Mandragora,https://www.transfermarkt.com/rolando-mandragora/profil/spieler/308279,"Jun 29, 1997",183,left,Defensive Midfield,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,15000000,2020,https://www.transfermarkt.com/rolando-mandragora/marktwertverlauf/spieler/308279,https://www.transfermarkt.com/rolando-mandragora/leistungsdaten/spieler/308279,308279
Martin Terrier,https://www.transfermarkt.com/martin-terrier/profil/spieler/442891,"Mar 4, 1997",184,right,Left Winger,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,12000000,2020,https://www.transfermarkt.com/martin-terrier/marktwertverlauf/spieler/442891,https://www.transfermarkt.com/martin-terrier/leistungsdaten/spieler/442891,442891
Hee-chan Hwang,https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246,"Jan 26, 1996",177,right,Centre-Forward,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2020,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,12000000,2020,https://www.transfermarkt.com/hee-chan-hwang/marktwertverlauf/spieler/292246,https://www.transfermarkt.com/hee-chan-hwang/leistungsdaten/spieler/292246,292246
Mohammed Salisu,https://www.transfermarkt.com/mohammed-salisu/profil/spieler/563963,"Apr 17, 1999",191,left,Centre-Back,Spain,LaLiga,Real Valladolid CF,https://www.transfermarkt.com/real-valladolid/startseite/verein/366/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,12000000,2020,https://www.transfermarkt.com/mohammed-salisu/marktwertverlauf/spieler/563963,https://www.transfermarkt.com/mohammed-salisu/leistungsdaten/spieler/563963,563963
Álex Berenguer,https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,"Jul 4, 1995",175,right,Left Winger,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,Spain,LaLiga,Athletic Bilbao,https://www.transfermarkt.com/athletic-bilbao/startseite/verein/621/saison_id/2020,12000000,2020,https://www.transfermarkt.com/alex-berenguer/marktwertverlauf/spieler/338425,https://www.transfermarkt.com/alex-berenguer/leistungsdaten/spieler/338425,338425
Habib Diallo,https://www.transfermarkt.com/habib-diallo/profil/spieler/344888,"Jun 18, 1995",186,right,Centre-Forward,France,Ligue 1,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2020,France,Ligue 1,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2020,10000000,2020,https://www.transfermarkt.com/habib-diallo/marktwertverlauf/spieler/344888,https://www.transfermarkt.com/habib-diallo/leistungsdaten/spieler/344888,344888
Santiago Arias,https://www.transfermarkt.com/santiago-arias/profil/spieler/120443,"Jan 13, 1992",177,right,Right-Back,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,3000000,2020,https://www.transfermarkt.com/santiago-arias/marktwertverlauf/spieler/120443,https://www.transfermarkt.com/santiago-arias/leistungsdaten/spieler/120443,120443
Gonçalo Paciência,https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547,"Aug 1, 1994",184,right,Centre-Forward,Germany,Bundesliga,Eintracht Frankfurt,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,2000000,2020,https://www.transfermarkt.com/goncalo-paciencia/marktwertverlauf/spieler/181547,https://www.transfermarkt.com/goncalo-paciencia/leistungsdaten/spieler/181547,181547
Demarai Gray,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,"Jun 28, 1996",183,right,Left Winger,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2020,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,2000000,2020,https://www.transfermarkt.com/demarai-gray/marktwertverlauf/spieler/292417,https://www.transfermarkt.com/demarai-gray/leistungsdaten/spieler/292417,292417
Daniele Rugani,https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959,"Jul 29, 1994",190,right,Centre-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,1060000,2020,https://www.transfermarkt.com/daniele-rugani/marktwertverlauf/spieler/162959,https://www.transfermarkt.com/daniele-rugani/leistungsdaten/spieler/162959,162959
Alfred Duncan,https://www.transfermarkt.com/alfred-duncan/profil/spieler/184894,"Mar 10, 1993",178,left,Central Midfield,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,1000000,2020,https://www.transfermarkt.com/alfred-duncan/marktwertverlauf/spieler/184894,https://www.transfermarkt.com/alfred-duncan/leistungsdaten/spieler/184894,184894
Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,"Mar 18, 1999",183,right,Right-Back,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2020,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2020,500000,2020,https://www.transfermarkt.com/diogo-dalot/marktwertverlauf/spieler/357147,https://www.transfermarkt.com/diogo-dalot/leistungsdaten/spieler/357147,357147
Benjamin Henrichs,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,"Feb 23, 1997",183,right,Right-Back,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/benjamin-henrichs/marktwertverlauf/spieler/202591,https://www.transfermarkt.com/benjamin-henrichs/leistungsdaten/spieler/202591,202591
David Silva,https://www.transfermarkt.com/david-silva/profil/spieler/35518,"Jan 8, 1986",170,left,Attacking Midfield,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2020,Spain,LaLiga,Real Sociedad,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/david-silva/marktwertverlauf/spieler/35518,https://www.transfermarkt.com/david-silva/leistungsdaten/spieler/35518,35518
Rolando Mandragora,https://www.transfermarkt.com/rolando-mandragora/profil/spieler/308279,"Jun 29, 1997",183,left,Defensive Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/rolando-mandragora/marktwertverlauf/spieler/308279,https://www.transfermarkt.com/rolando-mandragora/leistungsdaten/spieler/308279,308279
Maxime López,https://www.transfermarkt.com/maxime-lopez/profil/spieler/290862,"Dec 4, 1997",167,right,Defensive Midfield,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/maxime-lopez/marktwertverlauf/spieler/290862,https://www.transfermarkt.com/maxime-lopez/leistungsdaten/spieler/290862,290862
Theo Walcott,https://www.transfermarkt.com/theo-walcott/profil/spieler/33713,"Mar 16, 1989",175,both,Right Winger,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/theo-walcott/marktwertverlauf/spieler/33713,https://www.transfermarkt.com/theo-walcott/leistungsdaten/spieler/33713,33713
Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,"Jan 3, 1998",183,right,Centre-Forward,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2020,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/patrick-cutrone/marktwertverlauf/spieler/265078,https://www.transfermarkt.com/patrick-cutrone/leistungsdaten/spieler/265078,265078
Rolando Mandragora,https://www.transfermarkt.com/rolando-mandragora/profil/spieler/308279,"Jun 29, 1997",183,left,Defensive Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/rolando-mandragora/marktwertverlauf/spieler/308279,https://www.transfermarkt.com/rolando-mandragora/leistungsdaten/spieler/308279,308279
Jean-Clair Todibo,https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184,"Dec 30, 1999",190,right,Centre-Back,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/jean-clair-todibo/marktwertverlauf/spieler/605184,https://www.transfermarkt.com/jean-clair-todibo/leistungsdaten/spieler/605184,605184
Shkodran Mustafi,https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590,"Apr 17, 1992",184,right,Centre-Back,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/shkodran-mustafi/marktwertverlauf/spieler/88590,https://www.transfermarkt.com/shkodran-mustafi/leistungsdaten/spieler/88590,88590
Anthony Knockaert,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237,"Nov 20, 1991",172,left,Right Winger,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,11700000,2020,https://www.transfermarkt.com/anthony-knockaert/marktwertverlauf/spieler/149237,https://www.transfermarkt.com/anthony-knockaert/leistungsdaten/spieler/149237,149237
Pol Lirola,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975,"Aug 13, 1997",183,right,Right-Back,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,11000000,2020,https://www.transfermarkt.com/pol-lirola/marktwertverlauf/spieler/298975,https://www.transfermarkt.com/pol-lirola/leistungsdaten/spieler/298975,298975
Hannes Wolf,https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,"Apr 16, 1999",179,left,Attacking Midfield,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,Germany,Bundesliga,Borussia Mönchengladbach,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2020,1500000,2020,https://www.transfermarkt.com/hannes-wolf/marktwertverlauf/spieler/321070,https://www.transfermarkt.com/hannes-wolf/leistungsdaten/spieler/321070,321070
Tanguy Nianzou,https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996,"Jun 7, 2002",191,right,Centre-Back,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/tanguy-nianzou/marktwertverlauf/spieler/538996,https://www.transfermarkt.com/tanguy-nianzou/leistungsdaten/spieler/538996,538996
Arturo Vidal,https://www.transfermarkt.com/arturo-vidal/profil/spieler/37666,"May 22, 1987",180,right,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/arturo-vidal/marktwertverlauf/spieler/37666,https://www.transfermarkt.com/arturo-vidal/leistungsdaten/spieler/37666,37666
Baptiste Santamaria,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,"Mar 9, 1995",183,right,Defensive Midfield,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,Germany,Bundesliga,SC Freiburg,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2020,10000000,2020,https://www.transfermarkt.com/baptiste-santamaria/marktwertverlauf/spieler/285323,https://www.transfermarkt.com/baptiste-santamaria/leistungsdaten/spieler/285323,285323
Alfred Gomis,https://www.transfermarkt.com/alfred-gomis/profil/spieler/163568,"Sep 5, 1993",196,right,Goalkeeper,France,Ligue 1,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,10000000,2020,https://www.transfermarkt.com/alfred-gomis/marktwertverlauf/spieler/163568,https://www.transfermarkt.com/alfred-gomis/leistungsdaten/spieler/163568,163568
Ridle Baku,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,"Apr 8, 1998",176,right,Right Midfield,Germany,Bundesliga,1.FSV Mainz 05,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2020,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2020,10000000,2020,https://www.transfermarkt.com/ridle-baku/marktwertverlauf/spieler/327251,https://www.transfermarkt.com/ridle-baku/leistungsdaten/spieler/327251,327251
Carlos Fernández,https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,"May 22, 1996",185,left,Centre-Forward,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,Spain,LaLiga,Real Sociedad,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2020,10000000,2020,https://www.transfermarkt.com/carlos-fernandez/marktwertverlauf/spieler/216464,https://www.transfermarkt.com/carlos-fernandez/leistungsdaten/spieler/216464,216464
Manolo Portanova,https://www.transfermarkt.com/manolo-portanova/profil/spieler/394304,"Jun 2, 2000",183,right,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,10000000,2020,https://www.transfermarkt.com/manolo-portanova/marktwertverlauf/spieler/394304,https://www.transfermarkt.com/manolo-portanova/leistungsdaten/spieler/394304,394304
Karol Linetty,https://www.transfermarkt.com/karol-linetty/profil/spieler/225873,"Feb 2, 1995",176,right,Attacking Midfield,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2020,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,7500000,2020,https://www.transfermarkt.com/karol-linetty/marktwertverlauf/spieler/225873,https://www.transfermarkt.com/karol-linetty/leistungsdaten/spieler/225873,225873
Borja Mayoral,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,"Apr 5, 1997",182,right,Centre-Forward,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,2500000,2020,https://www.transfermarkt.com/borja-mayoral/marktwertverlauf/spieler/298976,https://www.transfermarkt.com/borja-mayoral/leistungsdaten/spieler/298976,298976
Jesse Lingard,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660,"Dec 15, 1992",174,right,Attacking Midfield,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2020,England,Premier League,West Ham United,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2020,2300000,2020,https://www.transfermarkt.com/jesse-lingard/marktwertverlauf/spieler/141660,https://www.transfermarkt.com/jesse-lingard/leistungsdaten/spieler/141660,141660
Mario Lemina,https://www.transfermarkt.com/mario-lemina/profil/spieler/170934,"Sep 1, 1993",184,right,Defensive Midfield,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2200000,2020,https://www.transfermarkt.com/mario-lemina/marktwertverlauf/spieler/170934,https://www.transfermarkt.com/mario-lemina/leistungsdaten/spieler/170934,170934
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,"Oct 20, 1997",174,right,Left Winger,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2000000,2020,https://www.transfermarkt.com/ademola-lookman/marktwertverlauf/spieler/406040,https://www.transfermarkt.com/ademola-lookman/leistungsdaten/spieler/406040,406040
Marco Benassi,https://www.transfermarkt.com/marco-benassi/profil/spieler/201040,"Sep 8, 1994",184,right,Central Midfield,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,800000,2020,https://www.transfermarkt.com/marco-benassi/marktwertverlauf/spieler/201040,https://www.transfermarkt.com/marco-benassi/leistungsdaten/spieler/201040,201040
Daniele Rugani,https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959,"Jul 29, 1994",190,right,Centre-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,800000,2020,https://www.transfermarkt.com/daniele-rugani/marktwertverlauf/spieler/162959,https://www.transfermarkt.com/daniele-rugani/leistungsdaten/spieler/162959,162959
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,"Mar 11, 1991",173,right,Right-Back,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,500000,2020,https://www.transfermarkt.com/alessandro-florenzi/marktwertverlauf/spieler/130365,https://www.transfermarkt.com/alessandro-florenzi/leistungsdaten/spieler/130365,130365
Rony Lopes,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,"Dec 28, 1995",174,left,Right Winger,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/rony-lopes/marktwertverlauf/spieler/174694,https://www.transfermarkt.com/rony-lopes/leistungsdaten/spieler/174694,174694
Davide Zappacosta,https://www.transfermarkt.com/davide-zappacosta/profil/spieler/173859,"Jun 11, 1992",182,right,Right-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/davide-zappacosta/marktwertverlauf/spieler/173859,https://www.transfermarkt.com/davide-zappacosta/leistungsdaten/spieler/173859,173859
Eddie Salcedo,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,"Oct 1, 2001",178,right,Centre-Forward,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/eddie-salcedo/marktwertverlauf/spieler/459661,https://www.transfermarkt.com/eddie-salcedo/leistungsdaten/spieler/459661,459661
Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,"Aug 16, 1999",181,left,Central Midfield,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/michael-cuisance/marktwertverlauf/spieler/344600,https://www.transfermarkt.com/michael-cuisance/leistungsdaten/spieler/344600,344600
William,https://www.transfermarkt.com/william/profil/spieler/341710,"Apr 3, 1995",176,right,Right-Back,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/william/marktwertverlauf/spieler/341710,https://www.transfermarkt.com/william/leistungsdaten/spieler/341710,341710
Takumi Minamino,https://www.transfermarkt.com/takumi-minamino/profil/spieler/165793,"Jan 16, 1995",174,right,Left Winger,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/takumi-minamino/marktwertverlauf/spieler/165793,https://www.transfermarkt.com/takumi-minamino/leistungsdaten/spieler/165793,165793
Seko Fofana,https://www.transfermarkt.com/seko-fofana/profil/spieler/182893,"May 7, 1995",183,right,Central Midfield,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,France,Ligue 1,RC Lens,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2020,8500000,2020,https://www.transfermarkt.com/seko-fofana/marktwertverlauf/spieler/182893,https://www.transfermarkt.com/seko-fofana/leistungsdaten/spieler/182893,182893
